"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","13.84","1.95e-8","7.20e-9","-2.09","-","86.07","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","3.79","< 1.78e-8","-","-","-","115.13","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","10.6","1.12e-8","5.42e-9","-2.09","-","144.54","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","5.07","7.67e-9","4.78e-9","-2.09","-","174.05","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","12.04","1.37e-8","5.54e-9","-2.09","-","151.01","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","0.05","< 1.05e-8","-","-","-","118.22","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","1.88","< 1.33e-8","-","-","-","88.47","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","5.74","9.49e-9","5.65e-9","-2.09","-","63.23","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","4.19","5.88e-9","4.33e-9","-2.09","-","42.03","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","22.09","2.23e-8","7.40e-9","-2.09","-","26.33","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","3.02","< 2.05e-8","-","-","-","29.71","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","1.73","< 2.18e-8","-","-","-","52.71","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","1.89","< 1.37e-8","-","-","-","81.01","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","1.3","< 2.22e-8","-","-","-","110.04","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","7.64","8.60e-9","5.55e-9","-2.09","-","139.34","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","0.9","< 1.74e-8","-","-","-","169.35","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","7.59","8.60e-9","5.59e-9","-2.09","-","156.78","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","9.6","9.70e-9","5.25e-9","-2.09","-","123.82","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","0","< 6.55e-9","-","-","-","93.35","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","7.74","6.90e-9","4.41e-9","-2.09","-","67.32","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","8.99","1.59e-8","8.21e-9","-2.09","-","45.47","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","7.15","1.49e-8","7.09e-9","-2.09","-","28.29","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","5.69","1.01e-8","6.00e-9","-2.09","-","27.18","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","0","< 1.35e-8","-","-","-","48.06","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","0","< 1.06e-8","-","-","-","75.96","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","3.07","< 2.06e-8","-","-","-","104.96","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","3.66","< 1.58e-8","-","-","-","134.17","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","0","< 1.81e-8","-","-","-","164.14","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","0","< 7.28e-9","-","-","-","162.47","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","0","< 1.21e-8","-","-","-","129.49","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","3.27","< 1.87e-8","-","-","-","98.38","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","0","< 1.30e-8","-","-","-","71.55","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","0","< 1.22e-8","-","-","-","49.02","1e-8","0","bin33.log"
"May 06 2011","2455688.499988426","326419201","9.65","1.22e-8","6.02e-9","-2.09","-","30.70","1e-8","0","bin34.log"
"Jun 05 2011","2455718.499988426","329011201","1.63","< 1.99e-8","-","-","-","25.41","1e-8","0","bin35.log"
"Jul 05 2011","2455748.499988426","331603201","0.86","< 1.10e-8","-","-","-","43.60","1e-8","0","bin36.log"
"Aug 04 2011","2455778.499988426","334195201","0.32","< 1.43e-8","-","-","-","70.94","1e-8","0","bin37.log"
"Sep 03 2011","2455808.499988426","336787201","3.88","< 1.97e-8","-","-","-","99.89","1e-8","0","bin38.log"
"Oct 03 2011","2455838.499988426","339379201","1.26","< 1.46e-8","-","-","-","129.03","1e-8","0","bin39.log"
"Nov 02 2011","2455868.499988426","341971201","0","< 1.04e-8","-","-","-","158.86","1e-8","0","bin40.log"
"Dec 02 2011","2455898.499988426","344563201","0","< 8.64e-9","-","-","-","168.01","1e-8","0","bin41.log"
"Jan 01 2012","2455928.499988426","347155201","0","< 1.56e-8","-","-","-","135.24","1e-8","0","bin42.log"
"Jan 31 2012","2455958.499988426","349747201","0.95","< 1.55e-8","-","-","-","103.54","1e-8","0","bin43.log"
"Mar 01 2012","2455988.499988426","352339201","0.43","< 2.25e-8","-","-","-","75.91","1e-8","0","bin44.log"
