"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","1909.82","4.69e-7","2.40e-8","-2.09","-","109.78","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","6664.48","1.03e-6","3.20e-8","-2.09","-","134.84","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","3845.74","8.40e-7","3.00e-8","-2.09","-","152.70","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","1101.16","2.92e-7","1.80e-8","-2.09","-","152.09","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","1122.33","3.38e-7","2.00e-8","-2.09","-","132.59","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","1046.42","2.71e-7","1.70e-8","-2.09","-","105.13","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","951.02","2.83e-7","1.70e-8","-2.09","-","75.02","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","345.62","1.30e-7","1.30e-8","-2.09","-","44.94","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","224.34","1.13e-7","1.39e-8","-2.09","-","15.39","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","121.73","7.94e-8","1.37e-8","-2.09","-","14.37","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","117.65","7.14e-8","1.13e-8","-2.09","-","44.93","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","157.33","1.00e-7","1.36e-8","-2.09","-","75.74","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","56.2","4.54e-8","1.05e-8","-2.09","-","104.97","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","128.2","8.72e-8","1.43e-8","-2.09","-","130.82","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","60.05","7.45e-8","1.70e-8","-2.09","-","150.48","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","11.06","2.06e-8","9.30e-9","-2.09","-","153.94","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","1.6","< 2.31e-8","-","-","-","136.78","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","2.22","< 2.38e-8","-","-","-","110.23","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","7.01","1.33e-8","7.27e-9","-2.09","-","80.32","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","2.9","< 1.68e-8","-","-","-","50.15","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","0.01","< 1.63e-8","-","-","-","20.54","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","7.15","1.27e-8","7.20e-9","-2.09","-","9.14","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","18.78","2.58e-8","9.60e-9","-2.09","-","39.53","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","4.98","1.77e-8","1.03e-8","-2.09","-","70.42","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","3.67","< 2.12e-8","-","-","-","100.06","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","7.54","1.39e-8","7.18e-9","-2.09","-","126.63","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","24.69","3.29e-8","9.80e-9","-2.09","-","147.78","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","6.99","1.35e-8","8.27e-9","-2.09","-","155.09","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","0.65","< 1.52e-8","-","-","-","140.71","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","0.79","< 1.54e-8","-","-","-","115.24","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","3.51","< 2.78e-8","-","-","-","85.62","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","1.77","< 1.91e-8","-","-","-","55.38","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","0.24","< 1.62e-8","-","-","-","25.68","1e-8","0","bin33.log"
"May 06 2011","2455688.499988426","326419201","7.4","1.52e-8","8.68e-9","-2.09","-","3.98","1e-8","0","bin34.log"
"Jun 05 2011","2455718.499988426","329011201","14.36","1.97e-8","8.20e-9","-2.09","-","34.15","1e-8","0","bin35.log"
"Jul 05 2011","2455748.499988426","331603201","21.34","2.35e-8","8.80e-9","-2.09","-","65.05","1e-8","0","bin36.log"
"Aug 04 2011","2455778.499988426","334195201","13.23","1.62e-8","7.60e-9","-2.09","-","95.06","1e-8","0","bin37.log"
"Sep 03 2011","2455808.499988426","336787201","0.56","< 1.88e-8","-","-","-","122.28","1e-8","0","bin38.log"
"Oct 03 2011","2455838.499988426","339379201","8.65","1.43e-8","8.15e-9","-2.09","-","144.69","1e-8","0","bin39.log"
"Nov 02 2011","2455868.499988426","341971201","3.41","< 2.69e-8","-","-","-","155.49","1e-8","0","bin40.log"
"Dec 02 2011","2455898.499988426","344563201","17.63","1.87e-8","7.80e-9","-2.09","-","144.32","1e-8","0","bin41.log"
"Jan 01 2012","2455928.499988426","347155201","9.71","1.35e-8","1.02e-8","-2.09","-","120.12","1e-8","0","bin42.log"
"Jan 31 2012","2455958.499988426","349747201","0","< 1.26e-8","-","-","-","90.91","1e-8","0","bin43.log"
"Mar 01 2012","2455988.499988426","352339201","10.37","1.65e-8","7.52e-9","-2.09","-","60.63","1e-8","0","bin44.log"
"Mar 31 2012","2456018.499988426","354931201","17.57","3.11e-8","1.04e-8","-2.09","-","30.84","1e-8","0","bin45.log"
"Apr 30 2012","2456048.499988426","357523201","59.64","6.54e-8","1.53e-8","-2.09","-","1.57","1e-8","0","bin46.log"
"May 30 2012","2456078.499988426","360115201","79.88","6.99e-8","1.25e-8","-2.09","-","28.79","1e-8","0","bin47.log"
"Jun 29 2012","2456108.499988426","362707201","22.21","3.17e-8","1.04e-8","-2.09","-","59.66","1e-8","0","bin48.log"
"Jul 29 2012","2456138.499976852","365299201","109.07","7.14e-8","1.22e-8","-2.09","-","89.96","1e-8","0","bin49.log"
"Aug 28 2012","2456168.499976852","367891201","64.51","5.18e-8","1.13e-8","-2.09","-","117.80","1e-8","0","bin50.log"
"Sep 27 2012","2456198.499976852","370483201","17.7","1.58e-8","6.39e-9","-2.09","-","141.29","1e-8","0","bin51.log"
"Oct 27 2012","2456228.499976852","373075201","33.12","4.10e-8","1.09e-8","-2.09","-","155.09","1e-8","0","bin52.log"
"Nov 26 2012","2456258.499976852","375667201","20.28","2.44e-8","9.00e-9","-2.09","-","147.57","1e-8","0","bin53.log"
"Dec 26 2012","2456288.499976852","378259201","0.33","< 2.09e-8","-","-","-","124.86","1e-8","0","bin54.log"
"Jan 25 2013","2456318.499976852","380851201","15.63","1.98e-8","8.80e-9","-2.09","-","96.18","1e-8","0","bin55.log"
"Feb 24 2013","2456348.499976852","383443201","0.13","< 1.54e-8","-","-","-","65.91","1e-8","0","bin56.log"
"Mar 26 2013","2456378.499976852","386035201","0","< 1.32e-8","-","-","-","36.00","1e-8","0","bin57.log"
"Apr 25 2013","2456408.499976852","388627201","23.2","3.64e-8","1.26e-8","-2.09","-","6.54","1e-8","0","bin58.log"
"May 25 2013","2456438.499976852","391219201","40.54","3.74e-8","9.70e-9","-2.09","-","23.47","1e-8","0","bin59.log"
"Jun 24 2013","2456468.499976852","393811201","1.58","< 2.05e-8","-","-","-","54.25","1e-8","0","bin60.log"
"Jul 24 2013","2456498.499976852","396403201","107.13","7.05e-8","1.15e-8","-2.09","-","84.80","1e-8","0","bin61.log"
"Aug 23 2013","2456528.499976852","398995201","97.69","9.05e-8","1.79e-8","-2.09","-","113.18","1e-8","0","bin62.log"
"Sep 22 2013","2456558.499976852","401587201","39.8","3.85e-8","1.11e-8","-2.09","-","137.63","1e-8","0","bin63.log"
"Oct 22 2013","2456588.499976852","404179201","71.45","5.69e-8","1.24e-8","-2.09","-","153.94","1e-8","0","bin64.log"
"Nov 21 2013","2456618.499976852","406771201","47.28","5.03e-8","1.25e-8","-2.09","-","150.38","1e-8","0","bin65.log"
"Dec 21 2013","2456648.499976852","409363201","6.75","2.10e-8","1.10e-8","-2.09","-","129.42","1e-8","0","bin66.log"
"Jan 20 2014","2456678.499976852","411955201","13.65","1.74e-8","7.64e-9","-2.09","-","101.40","1e-8","0","bin67.log"
"Feb 19 2014","2456708.499976852","414547201","1.1","< 2.45e-8","-","-","-","71.20","1e-8","0","bin68.log"
"Mar 21 2014","2456738.499976852","417139201","11.3","2.73e-8","1.11e-8","-2.09","-","41.19","1e-8","0","bin69.log"
"Apr 20 2014","2456768.499976852","419731201","15.15","2.29e-8","1.01e-8","-2.09","-","11.68","1e-8","0","bin70.log"
