"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","92.11","6.59e-8","1.17e-8","-2.08","-","86.31","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","69.89","6.01e-8","1.17e-8","-2.08","-","57.23","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","97.22","6.63e-8","1.14e-8","-2.08","-","27.71","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","47.15","5.32e-8","1.17e-8","-2.08","-","5.32","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","133.05","7.95e-8","1.18e-8","-2.08","-","36.70","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","95.01","7.23e-8","1.25e-8","-2.08","-","69.59","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","82.07","7.07e-8","1.19e-8","-2.08","-","99.50","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","28.84","4.30e-8","1.11e-8","-2.08","-","124.50","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","54.57","5.36e-8","1.07e-8","-2.08","-","143.74","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","75.91","5.59e-8","1.13e-8","-2.08","-","152.98","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","63.05","5.74e-8","1.15e-8","-2.08","-","142.91","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","71.83","5.25e-8","1.03e-8","-2.08","-","119.37","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","57.41","5.39e-8","1.20e-8","-2.08","-","91.35","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","54.54","4.70e-8","1.07e-8","-2.08","-","62.33","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","68.75","7.94e-8","1.50e-8","-2.08","-","32.92","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","38","4.17e-8","1.15e-8","-2.08","-","4.38","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","71.21","6.48e-8","1.30e-8","-2.08","-","30.90","1e-8","0","bin17.log"
