"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","147.98","7.77e-8","1.07e-8","-2.16","-","120.52","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","75.24","5.17e-8","9.80e-9","-2.16","-","93.31","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","47.01","3.92e-8","9.30e-9","-2.16","-","65.91","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","43.89","3.71e-8","9.00e-9","-2.16","-","36.28","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","52.34","4.56e-8","9.40e-9","-2.16","-","3.85","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","67.48","4.10e-8","9.00e-9","-2.16","-","29.08","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","41.38","3.50e-8","9.00e-9","-2.16","-","59.64","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","9.67","1.21e-8","6.01e-9","-2.16","-","87.70","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","16.9","2.00e-8","7.70e-9","-2.16","-","115.11","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","62.61","4.78e-8","9.40e-9","-2.16","-","143.83","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","99.3","6.74e-8","1.08e-8","-2.16","-","174.45","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","100.39","5.46e-8","9.40e-9","-2.16","-","154.62","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","372.07","1.42e-7","1.30e-8","-2.16","-","125.40","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","59.58","3.68e-8","8.00e-9","-2.16","-","98.02","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","143.64","6.94e-8","9.40e-9","-2.16","-","70.81","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","68.45","4.30e-8","8.20e-9","-2.16","-","41.68","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","145.87","7.16e-8","9.70e-9","-2.16","-","9.65","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","732.85","2.10e-7","1.40e-8","-2.16","-","23.44","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","130.96","7.14e-8","9.80e-9","-2.16","-","54.52","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","83.88","5.02e-8","8.90e-9","-2.16","-","82.91","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","100.93","5.50e-8","8.90e-9","-2.16","-","110.27","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","147.5","6.89e-8","9.50e-9","-2.16","-","138.67","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","49.11","4.05e-8","8.70e-9","-2.16","-","169.01","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","155.48","7.72e-8","9.90e-9","-2.16","-","159.94","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","43.87","3.14e-8","7.90e-9","-2.16","-","130.35","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","56.21","3.75e-8","8.10e-9","-2.16","-","102.73","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","20.49","2.51e-8","7.80e-9","-2.16","-","75.65","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","147.62","6.54e-8","9.10e-9","-2.16","-","46.98","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","51.76","3.33e-8","7.70e-9","-2.16","-","15.41","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","90.89","5.89e-8","1.01e-8","-2.16","-","17.74","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","54.63","4.95e-8","9.60e-9","-2.16","-","49.30","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","118.36","6.98e-8","1.00e-8","-2.16","-","78.08","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","87.87","5.22e-8","9.10e-9","-2.16","-","105.46","1e-8","0","bin33.log"
"May 06 2011","2455688.499988426","326419201","437.53","1.48e-7","1.20e-8","-2.16","-","133.56","1e-8","0","bin34.log"
"Jun 05 2011","2455718.499988426","329011201","644.97","1.76e-7","1.30e-8","-2.16","-","163.60","1e-8","0","bin35.log"
"Jul 05 2011","2455748.499988426","331603201","181.59","8.56e-8","1.05e-8","-2.16","-","165.31","1e-8","0","bin36.log"
"Aug 04 2011","2455778.499988426","334195201","153.12","7.63e-8","1.00e-8","-2.16","-","135.36","1e-8","0","bin37.log"
"Sep 03 2011","2455808.499988426","336787201","93.52","5.66e-8","9.40e-9","-2.16","-","107.46","1e-8","0","bin38.log"
"Oct 03 2011","2455838.499988426","339379201","94.89","5.38e-8","8.90e-9","-2.16","-","80.44","1e-8","0","bin39.log"
"Nov 02 2011","2455868.499988426","341971201","47.99","3.11e-8","7.50e-9","-2.16","-","52.19","1e-8","0","bin40.log"
"Dec 02 2011","2455898.499988426","344563201","507.78","1.67e-7","1.30e-8","-2.16","-","21.12","1e-8","0","bin41.log"
"Jan 01 2012","2455928.499988426","347155201","245.96","1.08e-7","1.13e-8","-2.16","-","11.97","1e-8","0","bin42.log"
"Jan 31 2012","2455958.499988426","349747201","118.57","6.88e-8","9.80e-9","-2.16","-","44.00","1e-8","0","bin43.log"
"Mar 01 2012","2455988.499988426","352339201","1126.23","2.55e-7","1.40e-8","-2.16","-","73.21","1e-8","0","bin44.log"
"Mar 31 2012","2456018.499988426","354931201","379.83","1.30e-7","1.20e-8","-2.16","-","100.68","1e-8","0","bin45.log"
"Apr 30 2012","2456048.499988426","357523201","193.27","8.69e-8","1.06e-8","-2.16","-","128.53","1e-8","0","bin46.log"
"May 30 2012","2456078.499988426","360115201","66.61","4.23e-8","8.40e-9","-2.16","-","158.22","1e-8","0","bin47.log"
