"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","822.95","3.92e-7","2.20e-8","-2.37","-","80.99","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","3482.19","1.12e-6","3.00e-8","-2.37","-","52.30","1e-8","0","bin2.log"
"Nov 17 2008","2454788.5","248659201","282.4","2.13e-7","2.00e-8","-2.37","-","8.41","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","428.1","2.53e-7","1.80e-8","-2.37","-","38.03","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","6300.66","1.67e-6","4.00e-8","-2.37","-","70.43","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","1630.06","5.97e-7","3.00e-8","-2.37","-","101.37","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","12893.94","2.92e-6","5.00e-8","-2.37","-","129.02","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","8667.03","2.21e-6","5.00e-8","-2.37","-","152.30","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","7471.99","1.83e-6","4.00e-8","-2.37","-","161.40","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","5129.95","1.55e-6","5.00e-8","-2.37","-","142.72","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","4867.36","1.22e-6","4.00e-8","-2.37","-","115.22","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","904.92","4.82e-7","3.20e-8","-2.37","-","86.07","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","434.76","2.78e-7","2.20e-8","-2.37","-","57.27","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","597.27","4.36e-7","3.10e-8","-2.37","-","29.03","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","637.24","4.10e-7","2.60e-8","-2.37","-","5.88","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","3696.15","1.35e-6","5.00e-8","-2.37","-","32.46","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","3759.15","1.50e-6","4.00e-8","-2.37","-","64.79","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","926.77","4.85e-7","2.60e-8","-2.37","-","96.18","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","779.01","5.54e-7","4.00e-8","-2.37","-","124.46","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","1201.34","6.22e-7","3.50e-8","-2.37","-","148.69","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","681.01","4.65e-7","4.50e-8","-2.37","-","162.09","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","610.28","3.63e-7","2.80e-8","-2.37","-","147.01","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","1035.68","5.42e-7","2.80e-8","-2.37","-","120.24","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","1500.73","6.82e-7","3.00e-8","-2.37","-","91.16","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","732.34","4.24e-7","3.00e-8","-2.37","-","62.25","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","333.83","3.58e-7","3.00e-8","-2.37","-","33.94","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","203.02","2.02e-7","2.30e-8","-2.37","-","7.32","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","396.45","3.88e-7","3.60e-8","-2.37","-","26.98","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","812.46","4.09e-7","2.80e-8","-2.37","-","59.12","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","193.35","2.35e-7","3.00e-8","-2.37","-","90.88","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","796.8","4.41e-7","3.00e-8","-2.37","-","119.78","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","611.23","4.75e-7","3.80e-8","-2.37","-","144.84","1e-8","0","bin33.log"
"May 06 2011","2455688.499988426","326419201","592.6","4.18e-7","2.70e-8","-2.37","-","161.60","1e-8","0","bin34.log"
"Jun 05 2011","2455718.499988426","329011201","497.49","3.23e-7","2.70e-8","-2.37","-","151.02","1e-8","0","bin35.log"
"Jul 05 2011","2455748.499988426","331603201","3421.61","1.54e-6","5.00e-8","-2.37","-","125.20","1e-8","0","bin36.log"
"Aug 04 2011","2455778.499988426","334195201","3965.63","1.23e-6","4.00e-8","-2.37","-","96.27","1e-8","0","bin37.log"
"Sep 03 2011","2455808.499988426","336787201","528.67","4.68e-7","3.90e-8","-2.37","-","67.25","1e-8","0","bin38.log"
"Oct 03 2011","2455838.499988426","339379201","2456.56","1.02e-6","4.10e-8","-2.37","-","38.86","1e-8","0","bin39.log"
"Nov 02 2011","2455868.499988426","341971201","14903.8","3.95e-6","6.00e-8","-2.37","-","11.23","1e-8","0","bin40.log"
"Dec 02 2011","2455898.499988426","344563201","1597.76","7.81e-7","4.20e-8","-2.37","-","21.60","1e-8","0","bin41.log"
"Jan 01 2012","2455928.499988426","347155201","1174.19","5.65e-7","3.20e-8","-2.37","-","53.44","1e-8","0","bin42.log"
"Jan 31 2012","2455958.499988426","349747201","5513.03","1.93e-6","5.00e-8","-2.37","-","85.49","1e-8","0","bin43.log"
"Mar 01 2012","2455988.499988426","352339201","21138.33","4.35e-6","7.00e-8","-2.37","-","114.99","1e-8","0","bin44.log"
"Mar 31 2012","2456018.499988426","354931201","1910.68","1.04e-6","5.20e-8","-2.37","-","140.79","1e-8","0","bin45.log"
"Apr 30 2012","2456048.499988426","357523201","1272.77","6.37e-7","3.60e-8","-2.37","-","160.06","1e-8","0","bin46.log"
"May 30 2012","2456078.499988426","360115201","435.88","3.67e-7","3.10e-8","-2.37","-","154.67","1e-8","0","bin47.log"
"Jun 29 2012","2456108.499988426","362707201","428.48","3.23e-7","2.80e-8","-2.37","-","130.08","1e-8","0","bin48.log"
"Jul 29 2012","2456138.499976852","365299201","384.24","3.05e-7","2.90e-8","-2.37","-","101.38","1e-8","0","bin49.log"
"Aug 28 2012","2456168.499976852","367891201","856.76","5.35e-7","3.00e-8","-2.37","-","72.28","1e-8","0","bin50.log"
"Sep 27 2012","2456198.499976852","370483201","542.62","4.18e-7","3.60e-8","-2.37","-","43.79","1e-8","0","bin51.log"
"Oct 27 2012","2456228.499976852","373075201","365.24","3.67e-7","2.90e-8","-2.37","-","15.82","1e-8","0","bin52.log"
"Nov 26 2012","2456258.499976852","375667201","947.63","4.78e-7","3.00e-8","-2.37","-","16.40","1e-8","0","bin53.log"
"Dec 26 2012","2456288.499976852","378259201","947.84","5.96e-7","3.10e-8","-2.37","-","47.75","1e-8","0","bin54.log"
"Jan 25 2013","2456318.499976852","380851201","1831.03","7.16e-7","3.20e-8","-2.37","-","80.02","1e-8","0","bin55.log"
"Feb 24 2013","2456348.499976852","383443201","1645.38","8.51e-7","3.60e-8","-2.37","-","110.08","1e-8","0","bin56.log"
"Mar 26 2013","2456378.499976852","386035201","1160.85","6.09e-7","3.50e-8","-2.37","-","136.59","1e-8","0","bin57.log"
"Apr 25 2013","2456408.499976852","388627201","1058.75","5.87e-7","3.30e-8","-2.37","-","157.69","1e-8","0","bin58.log"
"May 25 2013","2456438.499976852","391219201","407.05","4.22e-7","4.00e-8","-2.37","-","157.79","1e-8","0","bin59.log"
"Jun 24 2013","2456468.499976852","393811201","1161.38","5.43e-7","2.60e-8","-2.37","-","134.85","1e-8","0","bin60.log"
"Jul 24 2013","2456498.499976852","396403201","755.3","5.82e-7","4.30e-8","-2.37","-","106.48","1e-8","0","bin61.log"
"Aug 23 2013","2456528.499976852","398995201","2843.05","1.26e-6","4.00e-8","-2.37","-","77.33","1e-8","0","bin62.log"
"Sep 22 2013","2456558.499976852","401587201","5706.64","2.06e-6","5.00e-8","-2.37","-","48.73","1e-8","0","bin63.log"
"Oct 22 2013","2456588.499976852","404179201","8071.51","2.04e-6","5.00e-8","-2.37","-","20.62","1e-8","0","bin64.log"
"Nov 21 2013","2456618.499976852","406771201","1545.89","7.25e-7","3.10e-8","-2.37","-","11.51","1e-8","0","bin65.log"
"Dec 21 2013","2456648.499976852","409363201","1468.25","4.60e-7","2.20e-8","-2.37","-","42.09","1e-8","0","bin66.log"
"Jan 20 2014","2456678.499976852","411955201","1232.92","4.82e-7","2.20e-8","-2.37","-","74.47","1e-8","0","bin67.log"
