"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","456.71","4.83e-7","3.10e-8","-2.46","-","127.34","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","230.17","3.39e-7","3.10e-8","-2.46","-","101.04","1e-8","0","bin2.log"
"Nov 17 2008","2454788.5","248659201","241.08","3.70e-7","3.20e-8","-2.46","-","44.71","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","220.95","3.23e-7","2.90e-8","-2.46","-","12.29","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","180.48","2.83e-7","2.80e-8","-2.46","-","20.64","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","244.3","3.40e-7","3.00e-8","-2.46","-","51.34","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","383.5","4.45e-7","3.20e-8","-2.46","-","79.84","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","283.95","3.94e-7","3.20e-8","-2.46","-","107.93","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","335.21","4.10e-7","3.00e-8","-2.46","-","137.21","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","316.05","4.36e-7","3.30e-8","-2.46","-","167.13","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","344.02","4.05e-7","3.00e-8","-2.46","-","159.96","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","211.07","3.25e-7","3.10e-8","-2.46","-","132.04","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","274.41","4.09e-7","3.30e-8","-2.46","-","105.61","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","402.76","4.62e-7","3.30e-8","-2.46","-","79.01","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","611.5","7.39e-7","4.30e-8","-2.46","-","50.09","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","1046.91","8.69e-7","3.90e-8","-2.46","-","18.09","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","233.99","5.17e-7","4.60e-8","-2.46","-","15.00","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","530.49","5.41e-7","3.30e-8","-2.46","-","46.17","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","288.63","5.29e-7","4.30e-8","-2.46","-","74.94","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","303.53","4.30e-7","3.30e-8","-2.46","-","102.97","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","303.84","4.30e-7","3.40e-8","-2.46","-","131.99","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","269.31","4.11e-7","3.50e-8","-2.46","-","162.10","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","391.18","4.90e-7","3.40e-8","-2.46","-","164.88","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","294.39","4.70e-7","3.80e-8","-2.46","-","136.79","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","731.71","6.15e-7","3.20e-8","-2.46","-","110.17","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","2892.2","2.19e-6","7.00e-8","-2.46","-","83.77","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","2982.49","1.49e-6","4.00e-8","-2.46","-","55.38","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","706.96","8.27e-7","4.50e-8","-2.46","-","23.85","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","3705.61","1.79e-6","5.00e-8","-2.46","-","9.30","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","469.46","5.38e-7","3.50e-8","-2.46","-","40.92","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","269.8","4.68e-7","3.90e-8","-2.46","-","70.03","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","292.96","3.95e-7","3.20e-8","-2.46","-","98.04","1e-8","0","bin33.log"
