"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","260.84","2.10e-7","2.00e-8","-2.2","-","39.64","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","617.44","3.42e-7","2.10e-8","-2.2","-","64.78","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","887.3","4.47e-7","2.50e-8","-2.2","-","91.52","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","677.36","3.56e-7","2.20e-8","-2.2","-","121.25","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","609.26","3.40e-7","2.20e-8","-2.2","-","153.61","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","657.05","3.82e-7","2.30e-8","-2.2","-","172.43","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","637.69","3.56e-7","2.20e-8","-2.2","-","142.93","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","673.09","4.16e-7","2.60e-8","-2.2","-","114.43","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","1554.31","5.85e-7","2.50e-8","-2.2","-","85.94","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","549.25","3.53e-7","2.30e-8","-2.2","-","56.46","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","330.31","2.18e-7","1.90e-8","-2.2","-","27.21","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","360.4","2.71e-7","2.20e-8","-2.2","-","13.60","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","283.18","2.18e-7","2.00e-8","-2.2","-","35.31","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","699.87","4.39e-7","2.60e-8","-2.2","-","60.32","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","670.52","4.94e-7","3.00e-8","-2.2","-","86.66","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","1050.17","5.48e-7","2.80e-8","-2.2","-","115.82","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","195","2.24e-7","2.50e-8","-2.2","-","147.88","1e-8","0","bin17.log"
