"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","223.43","4.00e-8","6.30e-9","-1.72","-","105.55","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","241.91","4.58e-8","7.10e-9","-1.72","-","80.33","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","180.27","3.75e-8","6.30e-9","-1.72","-","56.02","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","66.42","2.25e-8","5.90e-9","-1.72","-","30.76","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","242.15","4.92e-8","6.70e-9","-1.72","-","15.16","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","136.12","4.15e-8","7.10e-9","-1.72","-","39.64","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","190.11","5.13e-8","7.20e-9","-1.72","-","70.50","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","201.98","5.19e-8","7.90e-9","-1.72","-","100.22","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","264.93","6.53e-8","8.40e-9","-1.72","-","129.21","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","522.08","8.71e-8","8.80e-9","-1.72","-","158.71","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","164","3.88e-8","7.10e-9","-1.72","-","168.60","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","286.37","5.50e-8","7.30e-9","-1.72","-","138.53","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","160.58","4.33e-8","7.10e-9","-1.72","-","110.19","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","154.15","3.77e-8","6.60e-9","-1.72","-","84.61","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","123.44","2.96e-8","6.10e-9","-1.72","-","60.30","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","197.82","3.77e-8","6.50e-9","-1.72","-","35.22","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","301.34","6.08e-8","8.20e-9","-1.72","-","14.80","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","37.37","1.51e-8","5.00e-9","-1.72","-","34.33","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","57.27","2.03e-8","5.30e-9","-1.72","-","65.16","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","161.74","3.93e-8","6.70e-9","-1.72","-","95.11","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","161.02","3.89e-8","6.60e-9","-1.72","-","124.14","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","386.02","6.94e-8","8.20e-9","-1.72","-","153.51","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","252.66","5.15e-8","7.30e-9","-1.72","-","173.17","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","93.02","3.29e-8","6.60e-9","-1.72","-","143.76","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","58.1","2.66e-8","6.20e-9","-1.72","-","114.93","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","80.13","2.75e-8","6.10e-9","-1.72","-","88.92","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","91.51","3.52e-8","7.10e-9","-1.72","-","64.56","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","136.84","3.38e-8","6.30e-9","-1.72","-","39.69","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","197.31","4.00e-8","6.60e-9","-1.72","-","16.44","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","187.72","4.25e-8","7.10e-9","-1.72","-","29.20","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","96.61","2.54e-8","5.60e-9","-1.72","-","59.78","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","165.82","4.02e-8","6.90e-9","-1.72","-","89.98","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","371.07","6.77e-8","7.90e-9","-1.72","-","119.08","1e-8","0","bin33.log"
"May 06 2011","2455688.499988426","326419201","353.3","7.06e-8","8.40e-9","-1.72","-","148.32","1e-8","0","bin34.log"
"Jun 05 2011","2455718.499988426","329011201","235.3","4.97e-8","7.40e-9","-1.72","-","175.16","1e-8","0","bin35.log"
