"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","464.5","1.35e-7","1.30e-8","-1.99","-","50.93","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","541.29","1.45e-7","1.20e-8","-1.99","-","80.01","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","574.04","1.68e-7","1.40e-8","-1.99","-","109.54","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","397.69","1.15e-7","1.10e-8","-1.99","-","139.21","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","214.75","9.19e-8","1.11e-8","-1.99","-","159.48","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","46.25","3.32e-8","7.70e-9","-1.99","-","144.36","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","72.15","4.05e-8","8.10e-9","-1.99","-","120.44","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","150.53","7.39e-8","1.09e-8","-1.99","-","98.24","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","440.94","1.24e-7","1.20e-8","-1.99","-","75.86","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","706.41","2.03e-7","1.50e-8","-1.99","-","50.93","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","1046.65","2.30e-7","1.40e-8","-1.99","-","24.46","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","1089.23","2.59e-7","1.60e-8","-1.99","-","19.52","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","1917.58","3.51e-7","1.60e-8","-1.99","-","45.89","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","1120.54","2.27e-7","1.40e-8","-1.99","-","74.91","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","1848.02","3.23e-7","1.60e-8","-1.99","-","104.33","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","336.61","1.02e-7","9.90e-9","-1.99","-","134.15","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","205.62","6.54e-8","8.40e-9","-1.99","-","158.13","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","285.43","8.60e-8","9.60e-9","-1.99","-","148.46","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","619.25","1.53e-7","1.20e-8","-1.99","-","124.50","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","1471.66","2.71e-7","1.40e-8","-1.99","-","102.05","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","1278.15","2.52e-7","1.40e-8","-1.99","-","79.91","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","825.55","1.87e-7","1.30e-8","-1.99","-","55.50","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","1746.42","3.03e-7","1.50e-8","-1.99","-","28.85","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","1378.86","2.58e-7","1.40e-8","-1.99","-","16.63","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","1371.73","2.47e-7","1.30e-8","-1.99","-","40.88","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","1020.85","2.04e-7","1.30e-8","-1.99","-","69.82","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","712.59","1.58e-7","1.20e-8","-1.99","-","99.14","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","516.52","1.36e-7","1.10e-8","-1.99","-","128.99","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","625.33","1.62e-7","1.20e-8","-1.99","-","155.43","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","441.21","1.22e-7","1.10e-8","-1.99","-","152.30","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","303.17","9.98e-8","1.03e-8","-1.99","-","128.63","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","2002.26","3.47e-7","1.60e-8","-1.99","-","105.87","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","554.48","1.47e-7","1.20e-8","-1.99","-","83.88","1e-8","0","bin33.log"
"May 06 2011","2455688.499988426","326419201","300.85","9.52e-8","1.00e-8","-1.99","-","59.99","1e-8","0","bin34.log"
"Jun 05 2011","2455718.499988426","329011201","1049.64","2.42e-7","1.40e-8","-1.99","-","33.46","1e-8","0","bin35.log"
"Jul 05 2011","2455748.499988426","331603201","1363.15","2.70e-7","1.50e-8","-1.99","-","15.25","1e-8","0","bin36.log"
"Aug 04 2011","2455778.499988426","334195201","551.08","1.40e-7","1.10e-8","-1.99","-","35.95","1e-8","0","bin37.log"
"Sep 03 2011","2455808.499988426","336787201","1552.63","2.89e-7","1.50e-8","-1.99","-","64.73","1e-8","0","bin38.log"
"Oct 03 2011","2455838.499988426","339379201","1391.3","2.75e-7","1.50e-8","-1.99","-","93.98","1e-8","0","bin39.log"
"Nov 02 2011","2455868.499988426","341971201","2276.47","3.84e-7","1.70e-8","-1.99","-","123.78","1e-8","0","bin40.log"
"Dec 02 2011","2455898.499988426","344563201","969.55","2.11e-7","1.30e-8","-1.99","-","151.77","1e-8","0","bin41.log"
"Jan 01 2012","2455928.499988426","347155201","1201.45","2.41e-7","1.40e-8","-1.99","-","155.65","1e-8","0","bin42.log"
"Jan 31 2012","2455958.499988426","349747201","1239.89","2.37e-7","1.40e-8","-1.99","-","132.82","1e-8","0","bin43.log"
"Mar 01 2012","2455988.499988426","352339201","1978.69","3.15e-7","1.50e-8","-1.99","-","109.71","1e-8","0","bin44.log"
"Mar 31 2012","2456018.499988426","354931201","2204.88","3.50e-7","1.60e-8","-1.99","-","87.79","1e-8","0","bin45.log"
"Apr 30 2012","2456048.499988426","357523201","2630.1","3.93e-7","1.70e-8","-1.99","-","64.38","1e-8","0","bin46.log"
"May 30 2012","2456078.499988426","360115201","2167.29","3.25e-7","1.50e-8","-1.99","-","38.16","1e-8","0","bin47.log"
"Jun 29 2012","2456108.499988426","362707201","2815.86","4.17e-7","1.70e-8","-1.99","-","15.79","1e-8","0","bin48.log"
"Jul 29 2012","2456138.499976852","365299201","2599.98","4.11e-7","1.80e-8","-1.99","-","31.12","1e-8","0","bin49.log"
"Aug 28 2012","2456168.499976852","367891201","3028.19","4.60e-7","1.80e-8","-1.99","-","59.66","1e-8","0","bin50.log"
"Sep 27 2012","2456198.499976852","370483201","2837.18","3.74e-7","1.50e-8","-1.99","-","88.83","1e-8","0","bin51.log"
"Oct 27 2012","2456228.499976852","373075201","1242.58","2.41e-7","1.40e-8","-1.99","-","118.55","1e-8","0","bin52.log"
"Nov 26 2012","2456258.499976852","375667201","698.07","1.69e-7","1.20e-8","-1.99","-","147.47","1e-8","0","bin53.log"
"Dec 26 2012","2456288.499976852","378259201","628.72","1.54e-7","1.20e-8","-1.99","-","158.18","1e-8","0","bin54.log"
"Jan 25 2013","2456318.499976852","380851201","285.53","9.19e-8","1.00e-8","-1.99","-","137.07","1e-8","0","bin55.log"
"Feb 24 2013","2456348.499976852","383443201","578.03","1.44e-7","1.10e-8","-1.99","-","113.60","1e-8","0","bin56.log"
"Mar 26 2013","2456378.499976852","386035201","1319.49","2.32e-7","1.30e-8","-1.99","-","91.65","1e-8","0","bin57.log"
"Apr 25 2013","2456408.499976852","388627201","2404.72","3.64e-7","1.60e-8","-1.99","-","68.68","1e-8","0","bin58.log"
"May 25 2013","2456438.499976852","391219201","1760.94","2.86e-7","1.40e-8","-1.99","-","42.88","1e-8","0","bin59.log"
"Jun 24 2013","2456468.499976852","393811201","869.84","1.93e-7","1.30e-8","-1.99","-","18.07","1e-8","0","bin60.log"
"Jul 24 2013","2456498.499976852","396403201","155.64","5.89e-8","8.60e-9","-1.99","-","26.50","1e-8","0","bin61.log"
"Aug 23 2013","2456528.499976852","398995201","118.69","4.98e-8","8.10e-9","-1.99","-","54.59","1e-8","0","bin62.log"
"Sep 22 2013","2456558.499976852","401587201","96.05","3.73e-8","7.10e-9","-1.99","-","83.71","1e-8","0","bin63.log"
"Oct 22 2013","2456588.499976852","404179201","291.13","9.21e-8","1.00e-8","-1.99","-","113.31","1e-8","0","bin64.log"
"Nov 21 2013","2456618.499976852","406771201","121.85","5.40e-8","8.50e-9","-1.99","-","142.77","1e-8","0","bin65.log"
"Dec 21 2013","2456648.499976852","409363201","160.34","6.70e-8","1.04e-8","-1.99","-","159.48","1e-8","0","bin66.log"
"Jan 20 2014","2456678.499976852","411955201","355.21","8.86e-8","8.80e-9","-1.99","-","141.32","1e-8","0","bin67.log"
"Feb 19 2014","2456708.499976852","414547201","328.59","1.08e-7","1.11e-8","-1.99","-","117.55","1e-8","0","bin68.log"
"Mar 21 2014","2456738.499976852","417139201","416.62","1.49e-7","1.40e-8","-1.99","-","95.48","1e-8","0","bin69.log"
"Apr 20 2014","2456768.499976852","419731201","2383.75","3.90e-7","1.70e-8","-1.99","-","72.88","1e-8","0","bin70.log"
"May 20 2014","2456798.499976852","422323201","1676.89","2.90e-7","1.50e-8","-1.99","-","47.57","1e-8","0","bin71.log"
"Jun 19 2014","2456828.499976852","424915201","1407.78","2.92e-7","1.50e-8","-1.99","-","21.53","1e-8","0","bin72.log"
"Jul 19 2014","2456858.499976852","427507201","863.82","2.02e-7","1.30e-8","-1.99","-","22.24","1e-8","0","bin73.log"
"Aug 18 2014","2456888.499976852","430099201","761.1","2.40e-7","1.60e-8","-1.99","-","49.53","1e-8","0","bin74.log"
"Sep 17 2014","2456918.499976852","432691201","1299.56","2.58e-7","1.50e-8","-1.99","-","78.59","1e-8","0","bin75.log"
"Oct 17 2014","2456948.499976852","435283201","374.04","1.51e-7","1.50e-8","-1.99","-","108.09","1e-8","0","bin76.log"
"Nov 16 2014","2456978.499976852","437875201","1408.89","2.93e-7","1.60e-8","-1.99","-","137.82","1e-8","0","bin77.log"
"Dec 16 2014","2457008.499976852","440467201","614.51","1.56e-7","1.20e-8","-1.99","-","159.26","1e-8","0","bin78.log"
"Jan 15 2015","2457038.499976852","443059201","2620.06","3.86e-7","1.60e-8","-1.99","-","145.52","1e-8","0","bin79.log"
"Feb 14 2015","2457068.499976852","445651201","1063.44","2.15e-7","1.30e-8","-1.99","-","121.56","1e-8","0","bin80.log"
"Mar 16 2015","2457098.499976852","448243201","1946.18","3.94e-7","1.90e-8","-1.99","-","99.30","1e-8","0","bin81.log"
"Apr 15 2015","2457128.499976852","450835201","4040.39","5.32e-7","1.80e-8","-1.99","-","76.99","1e-8","0","bin82.log"
"May 15 2015","2457158.499976852","453427201","1783.91","3.25e-7","1.60e-8","-1.99","-","52.21","1e-8","0","bin83.log"
"Jun 14 2015","2457188.499976852","456019201","1219.65","2.37e-7","1.40e-8","-1.99","-","25.64","1e-8","0","bin84.log"
"Jul 14 2015","2457218.499965278","458611201","536.23","1.30e-7","1.10e-8","-1.99","-","18.60","1e-8","0","bin85.log"
"Aug 13 2015","2457248.499965278","461203201","240.1","8.16e-8","9.40e-9","-1.99","-","44.49","1e-8","0","bin86.log"
"Sep 12 2015","2457278.499965278","463795201","404.77","1.06e-7","1.03e-8","-1.99","-","73.49","1e-8","0","bin87.log"
"Oct 12 2015","2457308.499965278","466387201","563.01","1.41e-7","1.10e-8","-1.99","-","102.89","1e-8","0","bin88.log"
"Nov 11 2015","2457338.499965278","468979201","3578.54","4.78e-7","1.70e-8","-1.99","-","132.72","1e-8","0","bin89.log"
"Dec 11 2015","2457368.499965278","471571201","1330.92","2.34e-7","1.30e-8","-1.99","-","157.49","1e-8","0","bin90.log"
"Jan 10 2016","2457398.499965278","474163201","1825.17","2.91e-7","1.40e-8","-1.99","-","149.56","1e-8","0","bin91.log"
"Feb 09 2016","2457428.499965278","476755201","731.31","1.64e-7","1.20e-8","-1.99","-","125.64","1e-8","0","bin92.log"
"Mar 10 2016","2457458.499965278","479347201","708.22","1.63e-7","1.20e-8","-1.99","-","103.11","1e-8","0","bin93.log"
