"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","37.73","4.39e-8","1.04e-8","-2.24","-","92.92","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","1034.49","3.44e-7","2.00e-8","-2.24","-","118.77","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","1286.37","4.25e-7","2.20e-8","-2.24","-","143.17","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","503.77","2.19e-7","1.70e-8","-2.24","-","149.20","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","164.49","1.12e-7","1.42e-8","-2.24","-","126.11","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","86.53","7.82e-8","1.25e-8","-2.24","-","96.85","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","51.37","6.57e-8","1.29e-8","-2.24","-","72.90","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","19.71","3.60e-8","1.05e-8","-2.24","-","58.75","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","26.82","3.00e-8","8.90e-9","-2.24","-","53.59","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","10.5","2.30e-8","9.10e-9","-2.24","-","52.89","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","16.98","2.66e-8","8.90e-9","-2.24","-","56.00","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","26.91","3.90e-8","1.02e-8","-2.24","-","67.78","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","25.59","3.04e-8","8.70e-9","-2.24","-","88.67","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","11.66","2.88e-8","1.09e-8","-2.24","-","114.17","1e-8","0","bin14.log"
