"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","308.63","5.86e-8","7.00e-9","-1.71","-","68.05","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","347.07","6.68e-8","7.70e-9","-1.71","-","45.13","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","275.93","5.10e-8","6.30e-9","-1.71","-","31.59","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","150.59","4.02e-8","6.60e-9","-1.71","-","34.02","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","230.14","4.15e-8","5.80e-9","-1.71","-","50.66","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","257.43","5.76e-8","7.70e-9","-1.71","-","75.76","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","359.9","6.56e-8","7.20e-9","-1.71","-","104.82","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","203.98","4.83e-8","7.30e-9","-1.71","-","134.68","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","399.12","7.53e-8","8.00e-9","-1.71","-","163.74","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","399.34","7.53e-8","7.80e-9","-1.71","-","162.56","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","406.33","7.80e-8","8.40e-9","-1.71","-","132.20","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","471.83","9.12e-8","8.40e-9","-1.71","-","101.30","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","303.24","6.06e-8","7.50e-9","-1.71","-","72.65","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","277.4","6.23e-8","7.90e-9","-1.71","-","48.63","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","145.36","4.06e-8","6.90e-9","-1.71","-","32.96","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","180.52","4.85e-8","7.50e-9","-1.71","-","32.38","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","232.27","5.37e-8","7.40e-9","-1.71","-","47.01","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","249.23","5.28e-8","7.60e-9","-1.71","-","70.97","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","151.22","4.65e-8","7.50e-9","-1.71","-","99.62","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","190.05","5.46e-8","7.80e-9","-1.71","-","129.47","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","210.56","5.69e-8","8.10e-9","-1.71","-","158.87","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","254.31","5.99e-8","8.00e-9","-1.71","-","167.29","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","302.65","6.77e-8","8.30e-9","-1.71","-","137.64","1e-8","0","bin23.log"
