"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Aug 19 2008","2454698.5","240883201","734.32","2.10e-7","1.70e-8","-1.99","-","75.31","1e-8","0","bin1.log"
"Sep 18 2008","2454728.5","243475201","692.43","1.85e-7","1.50e-8","-1.99","-","104.29","1e-8","0","bin2.log"
"Oct 18 2008","2454758.5","246067201","563.96","1.84e-7","1.60e-8","-1.99","-","133.57","1e-8","0","bin3.log"
"Nov 17 2008","2454788.5","248659201","523.9","1.52e-7","1.40e-8","-1.99","-","163.82","1e-8","0","bin4.log"
"Dec 17 2008","2454818.5","251251201","473.38","1.52e-7","1.50e-8","-1.99","-","160.91","1e-8","0","bin5.log"
"Jan 16 2009","2454848.499988426","253843201","815.19","2.11e-7","1.60e-8","-1.99","-","128.74","1e-8","0","bin6.log"
"Feb 15 2009","2454878.499988426","256435201","1661.51","3.54e-7","2.00e-8","-1.99","-","99.43","1e-8","0","bin7.log"
"Mar 17 2009","2454908.499988426","259027201","1216.61","3.08e-7","1.90e-8","-1.99","-","74.14","1e-8","0","bin8.log"
"Apr 16 2009","2454938.499988426","261619201","2304.38","4.52e-7","2.30e-8","-1.99","-","51.31","1e-8","0","bin9.log"
"May 16 2009","2454968.499988426","264211201","853.77","2.44e-7","1.90e-8","-1.99","-","29.71","1e-8","0","bin10.log"
"Jun 15 2009","2454998.499988426","266803201","650.64","1.63e-7","1.40e-8","-1.99","-","20.74","1e-8","0","bin11.log"
"Jul 15 2009","2455028.499988426","269395201","459.52","1.57e-7","1.50e-8","-1.99","-","41.68","1e-8","0","bin12.log"
"Aug 14 2009","2455058.499988426","271987201","464.8","1.39e-7","1.30e-8","-1.99","-","70.24","1e-8","0","bin13.log"
"Sep 13 2009","2455088.499988426","274579201","347.14","1.28e-7","1.40e-8","-1.99","-","99.23","1e-8","0","bin14.log"
"Oct 13 2009","2455118.499988426","277171201","385.23","1.29e-7","1.40e-8","-1.99","-","128.38","1e-8","0","bin15.log"
"Nov 12 2009","2455148.499988426","279763201","445.82","1.32e-7","1.40e-8","-1.99","-","158.54","1e-8","0","bin16.log"
"Dec 12 2009","2455178.499988426","282355201","931.74","2.37e-7","1.60e-8","-1.99","-","166.32","1e-8","0","bin17.log"
"Jan 11 2010","2455208.499988426","284947201","2387.26","4.08e-7","2.00e-8","-1.99","-","134.25","1e-8","0","bin18.log"
"Feb 10 2010","2455238.499988426","287539201","2657.62","5.66e-7","2.70e-8","-1.99","-","104.25","1e-8","0","bin19.log"
"Mar 12 2010","2455268.499988426","290131201","3269.62","5.16e-7","2.20e-8","-1.99","-","78.32","1e-8","0","bin20.log"
"Apr 11 2010","2455298.499988426","292723201","2512.06","5.97e-7","2.90e-8","-1.99","-","55.21","1e-8","0","bin21.log"
"May 11 2010","2455328.499988426","295315201","2607.25","4.50e-7","2.10e-8","-1.99","-","33.28","1e-8","0","bin22.log"
"Jun 10 2010","2455358.499988426","297907201","1731.24","4.24e-7","2.40e-8","-1.99","-","19.85","1e-8","0","bin23.log"
"Jul 10 2010","2455388.499988426","300499201","2060.03","4.09e-7","2.20e-8","-1.99","-","37.01","1e-8","0","bin24.log"
"Aug 09 2010","2455418.499988426","303091201","164.81","5.96e-8","9.20e-9","-1.99","-","65.16","1e-8","0","bin25.log"
"Sep 08 2010","2455448.499988426","305683201","246.92","1.18e-7","1.50e-8","-1.99","-","94.18","1e-8","0","bin26.log"
"Oct 08 2010","2455478.499988426","308275201","1428.68","2.71e-7","1.60e-8","-1.99","-","123.24","1e-8","0","bin27.log"
"Nov 07 2010","2455508.499988426","310867201","253.49","1.35e-7","1.70e-8","-1.99","-","153.21","1e-8","0","bin28.log"
"Dec 07 2010","2455538.499988426","313459201","597.53","1.50e-7","1.30e-8","-1.99","-","171.14","1e-8","0","bin29.log"
"Jan 06 2011","2455568.499988426","316051201","483.05","1.64e-7","1.60e-8","-1.99","-","139.85","1e-8","0","bin30.log"
"Feb 05 2011","2455598.499988426","318643201","324.39","1.06e-7","1.27e-8","-1.99","-","109.19","1e-8","0","bin31.log"
"Mar 07 2011","2455628.499988426","321235201","159.46","5.89e-8","9.60e-9","-1.99","-","82.59","1e-8","0","bin32.log"
"Apr 06 2011","2455658.499988426","323827201","177.92","7.80e-8","1.21e-8","-1.99","-","59.14","1e-8","0","bin33.log"
"May 06 2011","2455688.499988426","326419201","66.09","3.17e-8","7.20e-9","-1.99","-","36.99","1e-8","0","bin34.log"
"Jun 05 2011","2455718.499988426","329011201","79.25","4.56e-8","9.80e-9","-1.99","-","20.25","1e-8","0","bin35.log"
